,frame_name,frame_definition,lexical_units_list
654,Level_of_force_resistance,"a resisting_entity is capable of resisting or does resist a physical opposing_force to a level specified by the target. with certain lus (e.g. impregnable.a), the opposing_force fe is incorporated, and with many lus, it is mostly null instantiated. this frame covers both individual-level/static uses (""the durability of jade"") as well as stage-level/dynamic uses (""the shoulder is pliable after stretching""), although the individual-level meaning is the more basic and is much more prominent in the data. the great and impregnable fortress still stands today. his heart is by no means strong, so he should ease into his exercise regime. ini they were strapping athletic lads with fine belts and sturdy boots. ini the staircase remained robust under decades of heavy use. productive metaphors include cases where the social resistance of an entity to (an) opposing social force(s) is conceptualized as the physical resistance of an entity to an opposing physical force. more specifically, the ?resistance? is an entity?s propensity to resist change in social realms such as the economic, political, and cultural: california has had (until now) a robust property market. ini the durability of the peace will soon be tested. ini similarly, there are instances where the entity?s resistance is psychological instead of social, where ?psychological? subsumes emotional and other mental properties: the idea proved remarkably durable. we should remember the fragility of the human psyche. ini his sturdy resilience to knocks and setbacks was impressive. ini compare to: level_of_force_exertion.","dureza.n
duro.a
elástico.a
mais.adv
resistente.a
sensível.a"
655,Liberar_do_confinamento,"Um Agente faz com que um Tema que foi mantido em cativeiro esteja livre do Local_de_confinamento, contra os desejos dos captores.",
656,Libertar_prisioneiro,Um Agente traz o fim do cativeiro de um Tema em um Local_do_confinamento em contravenção dos planos ou desejos de um captor.,libertar.v
657,Licença_temportária,"Uma Pessoa tira licença de sua Atividade rotineira (como trabalho ou escola) por um Período_de_tempo. A Duração pode variar, desde que a ausência seja temporária.",férias.n
658,Liderança,"Estas são palavras que se referem ao controle por um Líder sobre uma entidade particular (o Governado) ou uma Atividade. O frame contém tanto nomes, referindo a um título ou posição ( diretor, rei, presidente), quanto verbos, descrevendo a ação de liderança (reger, reinar). Com verbos, é possível mencionar o Papel desempenhado pelo Líder (em geral um nome de uma posição de liderança, por exemplo, rei) Em 1789 Fletcher Christian liderou o motim Luis XIV reinou sobre seu povo como rei pelo longo período de uma Europa Monárquica..","administrar.v
capitão.n
governante.n
líder.n
liderado.a
princesa.n
reger.v
rei.n"
659,Limitação,"Uma Entidade que seria esperado que tivesse uma característica até certo ponto (geralmente baseado na comparação com outras entidades do mesmo tipo), mas, em vez disso, tem um grau mais limitado dessa característica.",barreira.n
660,Limiting,"An Agent or Cause limits a Range_of_options to having a certain Characteristic. The Characteristic may be that only certain types of the Range_of_options may be acceptable, or (in the case of a plural or mass Range_of_options) that only certain cardinalities or quanties are acceptable. Alternatively, the Degree to which the Range_of_options is limited may be mentioned. His choices in life have limited his opportunities severely. Treatment was limited to one pill per day. CNI","apenas.adv
limitação.n
limitar.v
só.adv"
661,Locais_naturais,"O Local é uma localização geográfica, definida por sua forma","ar livre.n
arquipélago.n
arrecife.n
bacia.n
baía.n
balnear.a
balneário.n
barra.n
barragem.n
beleza natural.n
bosque.n
cachoeira.n
campo.n
canal.n
cascata.n
catarata.n
caudal.n
caverna.n
chapada.n
cordilheira.n
córrego.n
deserto.n
duna.n
enseada.n
estreito.n
floresta.n
galáxia.n
gruta.n
hidrotermal.a
ilha.n
jardim.n
lago.n
lagoa.n
lençol.n
mangue.n
mar.n
margem.n
mata.n
mirante.n
montanha.n
montão.n
monte.n
morro.n
mundo.n
natural.a
natureza.n
oceano.n
orla.n
pantanal.n
paradisíaco.a
parque ecológico.n
parque municipal.n
parque nacional.n
parque.n
pasto.n
península.n
pico de montanha.n
piscina natural.n
ponto panorâmico.n
praia.n
queda d água.n
queda de água.n
recife.n
reserva natural.n
reserva.n
riacho.n
ribeira.n
ribeirão.n
rio.n
sertão.n
trilha de caminhada.n
vale.n"
662,Locais_políticos,Esse frame cobre palavras que nomeiam Locais como politicamente ou administrativamente definidos.,"aldeia.n
arquidiocese.n
bairro.n
capital.n
cidade.n
congresso.n
continente.n
diocese.n
distrito.n
estado.n
europa.n
exterior.n
favela.n
governo.n
internacionalmente.adv
metrópole.n
mundo.n
municipal.a
município.n
país.n
paróquia.n
planalto.n
povoado.n
principado.n
taba.n
terra.n
vila.n
vilarejo.n"
663,Locais_por_colocação,A Profiled_region is identified as being the region where an Entity is located.,"localização.n
posição.n"
664,Locais_por_entidade_características,"A Locale is characterized by the type of entity associated with the Locale. Some words specifically denote regions characterized by the individuals who typically live or work there. Typcial such Characteristics include ethnicity, national origin, language, and other shared cultural traits.","bairro.n
cinturão.n
enclave.n"
665,Locais_por_evento,A place defined in terms of an event which occurred (or will occur) there.,"campo de batalha.n
campo.n
cena.n
cenário.n
espaço.n
local.n
picadeiro.n
teatro[da guerra] .n"
666,Locais_por_propriedade,A place defined by an Owner.,"propriedade.n
terreno.n"
667,Locais_por_uso,Lugares geográficos definidos por seu uso.,"área de recreação.n
área industrial.n
associação social.n
associação.n
bar.n
cadeia.n
canto do silêncio.n
cárcere.n
casa de show.n
cemitério.n
centro educacional.n
chafariz.n
cidade base.n
cidade sede.n
complexo.n
escola de artes.n
escola de balé.n
escola de música.n
escola técnica.n
escola.n
faculdade de direito.n
faculdade de odontologia.n
faculdade.n
fazenda.n
fundação.n
igreja.n
indústria.n
instituição de ensino.n
instituição educacional.n
instituição.n
interior.n
marco histórico.n
meca.n
monumento.n
organização de proteção dos animais.n
organização de serviço social.n
organização sem fins lucrativos.n
organização.n
porto.n
praça.n
prisão.n
pub.n
quarto.n
quintal.n
santuário.n
sede.n
seminário.n
sindicato.n
universidade particular.n
universidade.n
UTI.n"
668,Local,Este frame contém palavras genéricas que indicam locais. Tais palavras designam áreas demarcadas relativamente estáveis.,"ambiente.n
área.n
central.a
centro da cidade.n
centro.n
espaço.n
local.n
localidade.n
localização.n
lugar.n
mancha.n
núcleo.n
periferia.n
planeta.n
ponto.n
região.n
regional.a
superfície.n
Terra.n
terreno.n
território.n
urbano.a
zona.n"
669,Localização_da_luz,"A perceptible Figure shows up against a Ground location due to Light shining on/from it, its salience possibly dependent on a Cause_of_shine.","acender.v
brilhante.a
brilhar.v
brilho pálido.n
brilho.n
centelha.n
chamejar.v
cintilação.n
cintilante.a
cintilar.v
claro.a
coruscação.n
coruscar.v
esplendor.n
flamejar.v
flash.n
iluminado.a
iluminar.v
luminosidade.n
luminoso.a
lustroso.a
luz.n
piscante.a
piscar.v
refulgência.n
refulgente.a
refulgir.v
reluzir.v
resplandecente.a
resplandecer.v
resplendor.n
solar.a
vislumbrar.v
vislumbre.n"
670,Localização_esperada_da_pessoa,Uma Pessoa geralmente reside ou trabalha em um Local.,casa.n
671,Localização_na_trajetória,A Figure (fictively or literally) occupies a position within a Profiled_region related to a Ground.,passar.v
672,Localização_no_tempo,As palavras neste frame detalham um momento particular no tempo. Elas geralmente ocorrem com demonstrativos.,"ano.n
dia.n
em.prep
hora.n
tempo.n"
673,Localização_relacional,This is a general frame that identifies a Profiled_region whose configuration is specified by an image schema (specified in more specific child frames) and located relative to a Ground.,
674,Localizar,Um Perceptor determina a Localização de uma Entidade_procurada dentro de um Fundo.,"achar.v
encontrar.v"
675,Local_designado,"Um indivíduo atribuído a um Posto para permanecer, geralmente para realizar uma tarefa. O Posto pode ter um uso pretendido com base em seus recursos (por exemplo, um estande de fornecedor) ou pode ser temporariamente atribuído a um uso.",
676,Louvabilidade,"O Comportamento de um Avaliado é descrito em termos da reação que merece de alguém, como elogios, culpa ou admiração.",honra.n
677,Lugares_isolados,"Um Local está localizado longe dos centros populacionais, culturais e / ou comerciais.",
678,Make_compromise,"Two (or more) people (the Parties, also encodable as Party_1 and Party_2) come to an agreement committing them to carrying out an Obligation. The agreement is construed as non-ideal for both parties but necessary to end a dispute. The process is understood to be symmetrical or reciprocal. Instead of a specific mention of the Obligation, a Topic expression may be used to indicate the domain covered. No arms compromise between the two parties is expected before the end of 2012. So you ll compromise with us to continue the project for at least another year?",
679,Making_arrangements,An Agent performs a series of unspecified tasks to plan for an Event to take place at a Scheduled_time and Place. I ve arranged a breakfast meeting for you tomorrow morning with Mr. Huntsberger. Kevin and Beth organized the graduate student conference this year.,
680,Malfeitoria,Um Malfeitor se envolve em um Malfeito.,pecar.v
681,Maneira,"Descreve uma de duas situações. Primeiro, pode descrever um evento que acontece, fora da influência de uma entidade. Isso é conhecido como um Evento_de_comparação. Segundo, pode descrever como uma Entidade_relevante conduz, realiza, ou participa em uma Atividade_de_comparação. Em algumas instâncias, um Evento_de_primeiro_plano se~á mencionado como um meio pelo qual será comparada aManeira que separam um evento do outro.","altamente.adv
apaixonadamente.adv
através de.adv
através.adv
auditivamente.adv
cinestesicamente.adv
como.adv
conforme.adv
curiosamente.adv
de um jeito.adv
de verdade.adv
diretamente.adv
direto.a
incontrolavelmente.adv
intencionalmente.adv
jeito.n
levemente.adv
literalmente.adv
maneira.n
maravilhosamente.adv
medida.n
normalmente.adv
obsessivamente.adv
poeticamente.adv
profundamente.adv
progressivo.a
radicalmente.adv
tranquilamente.adv
visualmente.adv"
682,Maneira_de_comunicação,As palavras neste frame descrevem Maneiras da comunicação verbal. Todas elas podem ocorrer com citações.,
683,Manipulação,As palavras neste frame descrevem a manipulação de uma Entidade por um Agente.,"apertar.v
segurar.v
tocar.v"
684,Marca_corporal,"Neste frame, uma Marca_corporal é apresentada no corpo de um Possuidor. Ela pode estar localizada em uma Região e ter um Descritor. Uma Causa também pode ser indicada. Isso pode ser uma condição temporária ou permanente.",cicatriz.n
685,Margem_de_resolução,O Resultado de um concurso é descrito em termos da Margem entre o que seria necessário para a vitória e o Resultado real.,
686,Massa_movimento Mass_motion,"Uma Massa_tema, geralmente composta de muitos indivíduos, move-se de uma Fonte para um Objetivo em alguma Trajetória.","afluir.v
inundar.v"
687,Massa_quantificada,"Este frame contém nomes transparentes (e alguns adjetivos) que denotam a quantidade de uma Massa de Indivíduos. Se opondo a palavras agregadas como grupo, conjunto, essa Quantidade não possui o status de todo por si só. Inicialmente, pelo menos, serão anotadas ambas as Quantidades da Massa e dos Indivíduos, mesmo que cause a divisão do frame nessas linhas mais à frente.","medida.n
muito.a
nenhum.pron
número.n
peso.n
todo.a
tudo.pron"
688,Matar,Um Assassino ou uma Causa causa a morte da Vítima.,"matar.v
morto.a"
689,Mecanismos_biológicos,Um mecanismo de gatilho provoca uma mudança em um sistema biológico.,
690,Medidas,Uma Entidade é medida em algum Atributo (implícito) quantificando a Contagem de uma determinada Unidade cujo valor para o Atributo é conhecido. As ULs e construções cujos significados herdam de Medidas são usadas em um conjunto de construções relativamente pequeno e delimitador.,
691,Medida_por_ação,"Este frame envolve palavras que fornecem uma medida para alguma Entidade (em massa) não limitada, referindo-se a um Evento que uma quantidade prototípica (ou duração) da Entidade estereotipicamente participa. A Entidade não é necessariamente uma entidade física, mas pode em vez disso, ser um tipo de evento não-limitado (como um ruído ou uma atividade).","bocado.n
pitada.n
punhado.n"
692,Medida_volume,"Esse frame está relacionado a nomes que denotam Unidades de medida para volumes. Os elementos do frame são Unidade, Contagem, Coisas e Tamanho. O frame será dividido em volumes derivados de recipientes (caixa, garrafa etc.) e volumes puros (galão).","colher de sopa.n
fio.n
gota.n"
693,Medir_área,Esse frame de nomes transparentes está relacionado com Unidades para medir a Área das regiões.,
694,Medir_duração,"Este frame contém nomes (transparentes) que são Unidades de medida para o tempo. Os elementos do frame são Contagem, Unidade e Processo.","ano.n
dia.n
hora.n
mês.n
milênio.n
minuto.n
nanossegundo.n
quinzena.n
segundo.n
semana.n
tempo.n"
695,Medir_massa,"Este frame está relacionado a nomes que denotam Unidades de medida para massas. Os elementos do frame são Unidade, Contagem e Coisas.",
696,Meio,Um Agente faz uso de um Meio (tanto uma ação ou um sistema de entidades necessárias para a ação) a fim de se obter a Finalidade. (Este frame pode ser ampliado para incluir ações intermediarias não agentivas.) O meio primário de detecção de gás é a espectroscopia de massa. . Elesdescobriram o ataque monitorando os canais de comunicação aliados. .,"através.adv
canal.n
como.adv
como.c
em.prep
forma.n
jeito.n
mecanismo.n
meio.n
método.n
mídia.n
modo de operação.n
por.prep
procedimento.n
processo.n
receita.n
tática.n
técnica.n"
697,Meios_de_comunicação,Este frame se refere a Comunicadores que se comunicam entre si com o auxílio de Meios de comunicação como um telefone.,"celular.n
telefone.n"
698,Meios_de_transporte,Veículos que podem ser usados pelo Turista durante o período da visita.,"avião.n
balão
balsa.n
barca.n
barco de passeio
barco.n
bicicleta.n
bonde.n
carro.n
frescão.n
helicóptero.n
metrô.n
motocicleta
navio de cruzeiro.n
navio.n
ônibus de passeio.n
ônibus.n
parador.n
táxi aéreo.n
táxi.n
teleférico
trailer.n
trem.n
vagão leito.n
veículo.n
veleiro.n"
699,Melhoria_ou_declínio,"Uma Entidade melhora de um Estado_enterior menos desejável para um Estado_posterior mais desejável. (Observe que os membros desse frame marcados com o tipo semântico ""Negativo"" indicam deterioração.) Na maioria dos casos, o Estado_anterior e Estado_posterior estão implícitos, visto que o fato mais importante é simplesmente que Estado_posterior é melhor do que o Estado_anterior.",
700,Membro_das_forças_armadas,"Uma Pessoa é membro de uma organização militar organizada pertencente a um estado-nação ou órgão similar. A adesão militar pode ser em tempo parcial, mas é considerada um trabalho. Isso está em oposição aos combatentes que podem ser leais a uma causa específica, mas não fazem parte do braço militar de um governo.","artilheiro.n
capitão.n
navegador.n"
701,Memória,Este frame se preocupa com Pensadores lembrando e esquecendo Conteúdo mental.,"lembrar.v
recordação.n"
702,Merecer,"A existência de um Estado_de_coisas é razão suficiente para realizar uma Ação. O agente que está justificado em realizar a Ação sugerida não faz parte da cena imediata, no entanto.",
703,Mesquinhez,"Neste frame, um Controlador_de_recursos é julgado pelo Juiz (que normalmente é implícito) de acordo com o quão livremente ele permite que o Recipiente tenha acesso a seus Recursos. O Controlador_de_recursos pode exibir essa atitude com um Expressor.",
704,Military_operation,"The Military of a Possessor (either a nation, institution, or private individual) conducts large-scale activities in a Area to accomplish military or combined military/non-military goals. These groups are known to have carried out attacks on international coalition forces operating in Afghanistan. Anti-piracy operations will continue while new strategies are developed. This frame construes the operation asymmetrically: the Military acts with respect to military and political entities in the target Area. Compare this to (usually, but not always, lower-level and violent) military actions that can be understood symmetrically (war, battle, encounter, engagement, etc).",
705,Mirar,"Um Agente ajusta um Instrumento para permitir que ele interaja diretamente com um Localização_do_alvo de difícil acesso. Geralmente, há uma entidade Alvo no Localização_do_alvo, que é mencionado em seu lugar.","dirigido.a
mira.n"
706,Modalidades_esportivas,Esse frame reúne o conjunto das subcategorias esportivas ou tipos de Modalidade_esportiva.,"arremesso.n
borboleta.n
canoagem slalom.n
canoagem velocidade.n
ciclismo BMX corrida.n
ciclismo BMX freestyle.n
ciclismo BMX manobras.n
ciclismo BMX racing.n
ciclismo BMX.n
ciclismo de estrada.n
ciclismo de pista.n
ciclismo mountain bike.n
concurso completo de equitação.n
corrida com obstáculos.n
corrida de fundo.n
corrida de longa distância.n
corrida de velocidade.n
corrida.n
costas.n
crawl.n
crol.n
decatlo.n
espada.n
estilo livre.n
florete.n
ginástica artística.n
ginástica de trampolim.n
ginástica rítmica.n
heptatlo.n
hipismo adestramento.n
hipismo CCE.n
hipismo saltos.n
lançamento.n
luta estilo livre.n
luta greco-romana.n
maratona.n
marcha atlética.n
medley.n
meio-fundo.n
modalidade.n
nado borboleta.n
nado costas.n
nado livre.n
nado peito.n
park.n
peito.n
revezamento.n
sabre.n
salto com vara.n
salto em altura.n
salto em distância.n
salto triplo.n
salto.n
street.n
trampolim acrobático.n"
707,Modo_de_viver,"Um Experienciador realiza um certo padrão de comportamento, um Estilo_de_vida, que persiste por um período significativo de tempo na vida do Experienciador e é reconhecido como parte de seu caráter ou sua rotina normal. O Estilo_de_vida não é necessariamente realizado intencionalmente e pode ser apenas o resultado da circunstância.","aventureiro.a
boemia.n
boêmio.a
deficiente.a
deficiente.n
hippie.a
natureba.a
naturismo.n
vegano.a
vida.n
viver.v"
708,Moer,"Nesse frame, um Moedor ou Causa_moedora faz com que um Paciente seja dividido em partes menores. Um Resultado ou Alvo pode estar presente.",
709,Molhar_em,"Um Agente temporariamente coloca um Tema em uma Substância, muitas vezes com a intenção de removê-lo mais tarde. A Substância pode ser metonimicamente representada pelo seu recipiente. O Tema pode estar parcialmente ou completamente submerso.",
710,Morrer,Um Protagonista está próximo ou se aproxima da morte.,"afogar.v
aguentar.v
falecer.v
resistir.v"
711,Morte,As palavras neste frame descrevem a morte de um Protagonista. A Causa da morte também pode ser expressa.,"morrer.v
morte.n
perda.n"
712,Morto_ou_vivo,"Um Protagonista está em um estado conservado, dinâmico de ser vivo ou saiu deste estado.","mortal.a
mortal.n
vida.n"
713,Móveis,"Um Móvel é uma entidade física, sendo um tipo de mobiliário criado para um Uso específico ou para decorar uma habitação ou cômodo. Várias propriedades do Móvel podem ser especificadas, como seu Criador, o Tempo_de_criação, o Nome, o Tipo, a Origem, as Partes_constituintes, a Descrição, o Material do qual ele é composto, a Quantidade e o Lugar onde se encontra.","banco.n
cadeira.n
cama.n
carteira.n
colchão.n
guarda-roupa.n
mesa.n
móvel.n
poltrona.n
prateleira.n
sofá-cama.n"
714,Movimento,"Alguma entidade (Tema) começa em um lugar (Fonte) e termina em algum outro lugar (Alvo), tendo coberto algum espaço entre os dois (Trajetória). Alternativamente, a Área ou Direção em que o Tema se move, ou a Distância do movimento pode ser mencionada.","a.prep
alterar.v
avançar.v
balançar.v
bater.v
derrubar.v
deslizar.v
desviar.v
dirigir.v
disparar.v
empurrar.v
enrolar.v
espiralar.v
ir.v
mover.v
movimento.n
mudar.v
ondular.v
percorrer.v
puxar.v
remover.v
rodopiar.v
rolar.v
sair.v
seguir.v
serpear.v
serpentear.v
trançar.v
viajar.v
voar.v
volta.n
voltar.v
ziguezaguear.v"
715,Movimento_corporal,"Este frame contém palavras para movimentos ou ações que um Agente realiza usando alguma Parte_do_corpo. A maioria das palavras que evocam esse frame tem um movimento específico de uma parte específica do corpo associada a elas, mas algumas são mais gerais (por exemplo, movimento.v). Um número de palavras neste frame ocorre como misturas com Comunicação, em que a ação tem um Destinatário. Um número de palavras neste frame envolve um tipo específico de movimento. Ele contém os elementos de frame Origem, Trajetória, Alvo e Área, que se originam no frame de movimento.","aberto.a
contorcer.v
estender.v
fechar.v
mexer.v
morder.v
mover.v
sentar.v
virar.v"
716,Movimento_direcional,"Nesse frame, um Tema se move em uma determinada Direção que é frequentemente determinada pela gravidade ou outras forças físicas naturais. O Tema não é necessariamente um auto-movedor.","cair.v
por.v
submergir.v
tombo.n"
717,Movimento_fluídico,"Nesse frame, um Fluido se move de uma Fonte para um Alvo ao longo de uma Trajetória ou dentro de uma Área.","corrente.a
fluido.a
gota.n"
718,Mudança_de_consistência,"Nesse frame, um Paciente muda sua consistência. Pode haver um Estado_inicial e um Resultado. Note que este frame contrasta com o Mudança_de_fase, uma vez que descreve uma mudança em um Paciente dentro de uma fase particular (sólido, gás, líquido).",
719,Mudança_de_estado_operacional,"Um Dispositivo ou máquina é colocado em (ou fora de) serviço por um Agente ou por uma Causa ou força agindo no Dispositivo. O Tempo e o Local onde o Dispositivo é colocado em uso ou fora de uso podem ser especificados, como pode ser a Finalidade do Agente ao alterar o estado operacional do Dispositivo.","apagar.v
ligar.v
ligar.v
ligar.v"
720,Mudança_de_fase,"Nesse frame, um Paciente passa por uma mudança de fase. Note-se que este frame contrasta com o Mudança_de_consistência, uma vez que descreve uma mudança de um Paciente entre diferentes fases (por exemplo, sólido para líquido ou congelado para descongelado).",gelar.v
721,Mudança_de_liderança,"Este frame diz respeito à nomeação de um Novo_líder ou a remoção do cargo de um Antigo_líder. O Selecionador traz a mudança na liderança, por exemplo, elegendo ou tirando um líder. Algumas palavras no frame descrevem a remoção bem-sucedida do cargo de líder, outras simplesmente a tentativa.",
722,Mudança_de_quantidade_de_bens_possuídos,Este frame descreve uma situação geral em que um Possuidor aumenta ou diminui sua quantidade de Bens_possuídos. O aumento ou diminuição pode ser físico ou metafórico.,
723,Mudança_de_temperatura_incoativa,"Neste frame, a temperatura de um item muda. Uma Temperatura_inicial, Temperatura_final, ou Mudança_de_temperatura também podem ser indicadas.",calor.n
724,Mudar_acessibilidade,"Um Agente faz com que um Local_útil se torne acessível (ou inacessível) para um Tema a um certo Grau. Ao invés do Local_útil, a cena pode ser descrita com referência a um Portal (ou parte de um Portal, como uma porta) para o Local_útil.",
725,Mudar_direção,Um Tema que está em movimento assume uma nova Direção na qual ele se move.,virar.v
726,Mudar_duração_do_evento,"Nesse frame, um Agente ou Causa muda a duração de um Evento. O Evento irá então ocorrer com uma Nova_duração diferente da Duração_inicial. Isso pode ser feito através de um certo Meio, de uma certa Maneira ou a um certo Grau.","extensão.n
perpetuar.v
prolongar.v"
727,Mudar_estado_posterior,O frame representa o estado resultante da Entidade depois do evento representado pelo frame Sofrer_mudança. Os estados iniciais do frame Sofrer_mudança (qualidade_inicial e situação_inicial) também são EFs nesse frame.,
728,Mudar_posição_em_uma_escala,"Este frame é composto por palavras que indicam a alteração da posição de um Item em uma escala (o Atributo) de um ponto inicial (Valor_inicial) para um ponto final (Valor_final). A direção (Trajetória) do movimento pode ser indicada, assim como a magnitude da mudança (Diferença). A taxa de mudança do valor (Velocidade) é indicada opcionalmente. Outra escala (Correlato), com a qual os valores são correlacionados, é indicada se não for o correlato padrão (ou seja, tempo absoluto). A distinção entre Atributo e Item nem sempre é fácil.","atingir.v
chegar.v
elevar.v
explosão.n
triplicar.v"
729,Mudar_postura,Um Protagonista altera a posição geral e a postura do corpo.,deitar.v
730,Mudar_resistência,"Um Agente modifica capacidade de um Paciente de resistir a um Ataque literal ou figurativo. Esse frame se difere de Causar_mudança_de_força apenas porque o Paciente está restrito a atuar como força defensiva, isto é, pode resistir e não exercer força.",
731,Mudar_tempo_do_evento,"Nesse frame, um Agente ou Causa altera o tempo de um Evento. O Evento ocorrerá em um Tempo_de_destino ou em relação a um Evento_de_destino. Isso pode ser feito com um certo Meio, de uma certa Maneira ou a um certo Grau.",demora.n
732,Multar,O Pagador é obrigado (legalmente) por um Falante oficial a pagar uma Multa como punição por alguma ação (a Razão). O Falante representa uma entidade que recebe o pagamento.,
733,Munição,"Uma Munição é um artefato descartável para ser disparad em um projétil, como uma arma, com a finalidade de causar dano ou prejuízo. Ele está armado com uma pistola automática carregada com um canhão de de 105 milímetros de disparo. MuniçãoMunições de urânio empobrecido são utilizadas principalmente pelos Estados Unidos e pelo Reino Unido.",
734,Não-combatente,Este frame contém palavras que denotam pessoas que não estão participando de um Conflito militar.,
735,Nascer,"Este frame diz respeito ao início da vida de uma Criança, geralmente humana, em um determinado Tempo e Lugar. Os Parentes também podem ser mencionados.","nascer.v
nascimento.n"
736,Negação,"Esse frame modela a contribuição semântica da negação, na qual o conteúdo do perfil da Proposição_negada é afirmado para contrastar de forma incompatível com uma Situação_factual correspondente, que é normalmente implícita. A Proposição_negada e a Situação_factual compartilham conteúdo não-focal, com base no qual eles correspondem e contrastam em um subconjunto de seu conteúdo, o conteúdo focal, estabelecido com referência a um conjunto de construções de foco não descritas aqui.","não.adv
nunca.adv
sem.prep"
737,Negar_ou_conceder_permissão,"Neste frame, uma Autoridade permite que um Protagonista saiba (de alguma forma) que ele pode ou não se engajar em uma Ação. Para unidades léxicas desse frame marcadas com o tipo semântico Negativo, por exemplo, autorizar.v, a Autoridade tem o poder de dizer ao Protagonista para não fazer algo, mas não o faz. Supõe-se que, se o Protagonista se engajar na Ação sem permissão, então a Autoridade irá punir o Protagonista de alguma forma, pelo menos com desaprovação; se a Autoridade conceder permissão, no entanto, a Autoridade concorda em não impor uma punição ao Protagonista por executar a Ação.","aprovado.a
aprovar.v"
738,Negócios,"Um Proprietário tem ou toca um Negócio, o qual fornece um Produto (que pode ser uma mercadoria ou um serviço).","academia de dança do ventre.n
academia de dança.n
academia de ginástica.n
academia.n
adega.n
agência de entretenimento.n
agência de turismo.n
agência de viagens a pontos turísticos.n
agência.n
agropecuária.n
antiquário.n
assistência médica.n
atacadista.n
banco.n
bazar.n
boate.n
boite.n
bomboniere.n
bookstore.n
boutique.n
butique.n
caixa eletrônico.n
casa de dança.n
casa de show.n
casa noturna.n
club.n
comércio de pneu.n
concessionária.n
confecção.n
confeitaria.n
consultoria de recursos humanos.n
consultório.n
corporação.n
delivery.n
desenvolvedora de imóveis.n
destilaria.n
distribuidor de bebidas.n
doceria.n
drogaria.n
editora de jornais.n
editora.n
empreendimento.n
empresa de lembrancinhas de festa.n
empresa de organização de eventos.n
empresa de vigilância.n
empresa.n
entrega de refeições prontas.n
estabelecimento.n
fábrica.n
farmácia.n
feira de artesanato.n
firma.n
floricultura.n
fornecedor de artigos hospitalares.n
franquia.n
frutaria.n
hamburgueria.n
investimento.n
joalheria.n
jornal.n
karaokê.n
lava-rápido.n
livraria.n
local com música ao vivo.n
local para eventos.n
loja de acessórios automotivos.n
loja de acessórios de moda.n
loja de artigos para cama mesa e banho.n
loja de artigos para dança.n
loja de artigos para festas.n
loja de azulejos.n
loja de brinquedos.n
loja de calçado.n
loja de CDs usados.n
loja de colchões.n
loja de conveniência.n
loja de costura.n
loja de decoração.n
loja de departamento.n
loja de discos.n
loja de eletrodomésticos.n
loja de eletrônicos.n
loja de jogos.n
loja de lingerie.n
loja de madeiras.n
loja de materiais artísticos.n
loja de materiais de construção.n
loja de materiais para artesanato.n
loja de moda feminina.n
loja de moda infantil.n
loja de moda masculina.n
loja de móveis infantis.n
loja de música.n
loja de presentes.n
loja de produtos naturais.n
loja de ração.n
loja de roupa.n
loja de roupas de banho.n
loja de roupas de cama.n
loja de roupas de praia.n
loja de roupas para bebês.n
loja de videogame.n
loja para bebê.n
loja.n
mercadinho.n
mercado.n
mercearia.n
multinacional.n
negociação.n
negócio.n
oficina de carroceria.n
operadora.n
ótica.n
perfumaria.n
pet shop.n
petshop.n
posto de combustível.n
posto de gasolina.n
produtora de cine e vídeo.n
promoção.n
provedor de internet.n
salão de beleza.n
serviço de ajuste de roupas.n
serviço de alinhamento e balanceamento.n
serviço público.n
serviço veterinário de emergência.n
spa.n
supermercado.n
venda.n
vinícola.n
wi-fi.n"
739,Nível_de_luz,"Há uma quantidade gradual de luz em uma determinada Localização. Em alguns casos, a Fonte de luz pode ser indicada em vez da Localização.","escuridão.n
escuro.a
luminoso.a"
740,Nomeação_simples,Um Falante convencionalmente usa um Termo específico para se referir a uma Entidade.,chamar.v
741,Nomear,"Um Selecionador, frequentemente um indivíduo em uma função de liderança, nomeia um Oficial para assumir um Papel oficial em uma organização (que pode ser expressa como o Corpo).",nomear.v
742,Nome_simples,Um Termo é o signo linguístico convencionalmente usado por um Falante para se referir a um tipo de Entidade.  ,"oração.n
palavra.n
sigla.n
termo.n
verbo.n
vocábulo.n"
743,Notabilidade,"Uma Entidade é considerada digna de menção pelo suas habilidades ou influência. A Entidade precisa não ser bem conhecida ou famosa, todavia se for, isso pode ser iniciado pelo seu Nome apenas. Seus valores podem ser restritos por um Tempo ou Lugar.","destacar-se.v
ganhar.v
grande.a
maior.a
pequeno.a"
744,Notificação_de_acusações,"O juiz ou outro oficial do tribunal (a Autoridade_encarregada) informa o Acusado das Acusações contra ele/ela, ou seja, as ações alegadas e as leis relevantes.",
